Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
7,150,,4.0,4.0,,12500.0,12500.0,,,2,,1.0,1.0,6.0,94107,1513543506101
5,1100,,10.0,10.0,,45000.0,45000.0,,,2,,1.0,1.0,3.0,94109,151675879883
2,760,,11.0,11.0,,1000000.0,1500000.0,,,2,,1.0,1.0,3.0,94108,134213169778
7,1515,,,5.0,,3900.0,4500.0,0.0,40.0,2,,,1.0,9.0,94103,1338999496947
5,555,0.0,52.0,52.0,,680000.0,680000.0,,,2,,1.0,1.0,3.0,94104,1517898298587
4,1440,,,4.0,,624500.0,,,4.0,2,,,5.0,10.0,94107,1675249508226
8,415,,63.0,63.0,,2700000.0,2700000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1521122495332
4,415,,63.0,63.0,,90920.0,90920.0,,,2,,1.0,1.0,6.0,94105,1515253495332
5,101,,2.0,2.0,,18000.0,48000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1336136470392
6,100,,40.0,40.0,,606062.0,606062.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1520859388942
1,110,,4.0,4.0,,10000.0,10000.0,,,2,,1.0,1.0,6.0,94107,1513524508414
1,17,,2.0,2.0,,5000.0,3500.0,1.0,1.0,2,,5.0,5.0,11.0,94112,1513647203670
4,185,,6.0,6.0,,425000.0,425000.0,,,2,,2.0,2.0,6.0,94158,1521068388160
2,0,,0.0,0.0,,12500.0,12500.0,0.0,0.0,2,,,,5.0,94127,1017157438817
5,1841,,,4.0,,1.0,1.0,,2.0,0,,,5.0,3.0,94133,1332964425832
2,50,,37.0,37.0,,20000.0,20000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,133469263364
7,900,,,1.0,,10000.0,10000.0,,,2,,,5.0,10.0,94124,1671286174109
5,3301,,1.0,1.0,,9000.0,9000.0,,,2,,1.0,1.0,2.0,94118,150067289243
8,208,0.0,4.0,4.0,,500000.0,500000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1506840473589
6,425,,38.0,38.0,,35000.0,35000.0,,,2,,1.0,1.0,6.0,94105,1500222164577
3,645,,11.0,11.0,,8000.0,8000.0,70.0,70.0,2,,3.0,3.0,3.0,94108,149233165187
6,50,9.0,2.0,2.0,,12000.0,12000.0,12.0,12.0,0,,5.0,5.0,6.0,94103,1499602491034
4,1,,32.0,32.0,,1746240.0,1746240.0,,,2,,1.0,1.0,3.0,94111,150678166082
7,301,,23.0,23.0,,122000.0,122000.0,,,2,,1.0,1.0,6.0,94105,1501945165667
3,1700,570.0,11.0,11.0,,25000.0,25000.0,46.0,46.0,2,,1.0,1.0,2.0,94109,1495859502511
7,450,,3.0,3.0,,9000.0,9000.0,,,2,,3.0,3.0,6.0,94107,1503879361797
5,601,320.0,4.0,4.0,,200.0,1.0,82.0,82.0,2,,5.0,5.0,6.0,94107,1496524167795
7,415,,63.0,,,5000.0,5000.0,0.0,,2,,1.0,,6.0,94105,1496271495332
2,185,,6.0,6.0,,500.0,1056.0,,,2,,1.0,1.0,6.0,94158,1492224388160
1,2,,30.0,30.0,,1500.0,1600.0,0.0,0.0,2,,1.0,1.0,3.0,94111,149536363348
6,1355,,6.0,6.0,,185000.0,200000.0,,,2,,2.0,2.0,6.0,94158,1497746510698
7,555,0.0,52.0,52.0,,23000.0,23000.0,,,2,,1.0,1.0,3.0,94104,1507435298587
7,1201,,4.0,4.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94103,1511460373860
2,333,,44.0,34.0,,1000.0,2000.0,1732.0,1732.0,2,,1.0,1.0,5.0,94102,1492718374275
8,333,,43.0,43.0,,1500.0,7000.0,1732.0,1732.0,2,,1.0,1.0,5.0,94102,1492908374275
6,245,,18.0,18.0,,15600.0,15600.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1505934470234
2,44,0.0,43.0,43.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1496773299398
1,456,0.0,26.0,26.0,,3000.0,3000.0,,,2,,1.0,1.0,3.0,94104,1497713296971
8,50,,42.0,42.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1504346164581
3,65,,1.0,,,1200.0,1200.0,250.0,,2,,5.0,,3.0,94133,1512257347115
7,475,,4.0,4.0,,10000.0,10000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1498970167709
6,44,,43.0,43.0,,4500.0,4500.0,,,2,,1.0,1.0,3.0,94104,149979967101
3,141,,5.0,5.0,,10000.0,10000.0,,,2,,2.0,2.0,6.0,94105,1493331364511
5,181,,55.0,55.0,,1.0,1.0,67.0,67.0,2,,5.0,5.0,6.0,94105,1505946510885
8,730,,4.0,4.0,,1000.0,1000.0,18.0,18.0,2,,5.0,5.0,3.0,94108,1494222233356
4,185,,5.0,5.0,,30000.0,30000.0,,,2,,2.0,2.0,6.0,94158,1508032348598
5,1192,,4.0,4.0,,5320.0,5320.0,0.0,0.0,2,,1.0,1.0,5.0,94102,1511194373528
1,845,,9.0,9.0,,436500.0,436500.0,,,2,,1.0,1.0,6.0,94103,1519192448479
7,455,0.0,5.0,5.0,,400000.0,400000.0,,,2,,1.0,1.0,6.0,94158,1492610471576
8,326,,2.0,2.0,,54000.0,64000.0,3.0,3.0,2,,5.0,5.0,8.0,94114,1495421468308
7,101,,20.0,20.0,,90000.0,90000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1505778368933
8,3,,30.0,,,4500.0,4500.0,,,2,,1.0,,3.0,94111,149351263349
8,3468,,4.0,4.0,,10000.0,18000.0,3.0,3.0,2,,5.0,5.0,9.0,94110,1492366496389
3,1231,,4.0,4.0,,1.0,1.0,14.0,15.0,2,,5.0,5.0,5.0,94117,1502764240203
4,572,,2.0,2.0,,5000.0,20000.0,4.0,4.0,0,,5.0,5.0,3.0,94133,151087156769
1,49,,6.0,6.0,,1.0,1.0,,,2,,2.0,2.0,3.0,94108,1510232432140
7,415,,61.0,61.0,,65500.0,65000.0,,,2,,1.0,1.0,6.0,94105,1507909495332
6,425,,38.0,38.0,,41250.0,41250.0,,,2,,1.0,1.0,6.0,94105,1498943164577
8,1,,8.0,8.0,,6000.0,6000.0,,,2,,1.0,1.0,6.0,94103,1492409156270
2,153,,9.0,9.0,,10000.0,100000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1501495386031
6,200,,2.0,2.0,,45000.0,45000.0,,,2,,1.0,1.0,9.0,94103,1499597168077
3,1201,,4.0,4.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94103,1498684373860
8,850,,7.0,7.0,,10275.0,15000.0,,,2,,1.0,1.0,6.0,94103,1504996373286
8,1849,,4.0,4.0,,35000.0,50000.0,,,2,,1.0,1.0,9.0,94103,1494515168063
8,350,,4.0,4.0,,47970.0,49200.0,,,2,,1.0,1.0,10.0,94103,1494161508476
8,201,,30.0,30.0,,564568.0,564568.0,,,2,,1.0,1.0,6.0,94105,1497280164647
6,150,,18.0,,,6000.0,6000.0,,,2,,1.0,,6.0,94105,1511502164642
4,724,,3.0,3.0,,70000.0,70000.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1502781376406
7,44,,43.0,43.0,,200000.0,250000.0,,,2,,1.0,1.0,3.0,94104,149402267101
7,10,,6.0,6.0,,35000.0,35000.0,,,2,,2.0,2.0,5.0,94102,150011670110
6,1776,,2.0,2.0,,3500.0,3500.0,,,2,,5.0,5.0,2.0,94123,150818273787
5,501,,8.0,8.0,,15000.0,15000.0,,,2,,1.0,1.0,6.0,94107,1494593167201
1,3,,30.0,30.0,,2000.0,2000.0,,,2,,1.0,1.0,3.0,94111,150662563349
1,333,,2.0,2.0,,30384.0,30384.0,,,2,,2.0,2.0,10.0,94134,1495387200558
6,61,,1.0,1.0,,3000.0,3000.0,1.0,1.0,0,,5.0,5.0,8.0,94117,1493793510595
4,8,307.0,8.0,,,6000.0,6000.0,47.0,,2,,1.0,,6.0,94102,1492882506482
2,585,,,16.0,,1250000.0,1250000.0,,500.0,2,,,1.0,6.0,94107,1650645167353
5,650,0.0,33.0,33.0,,100000.0,185000.0,,,2,,1.0,1.0,3.0,94108,1500414296980
7,300,,4.0,4.0,,90000.0,90000.0,685.0,685.0,2,,2.0,2.0,3.0,94108,1504356506413
2,180,,19.0,19.0,,900000.0,900000.0,,,2,,1.0,1.0,3.0,94104,1500578351184
3,150,,18.0,18.0,,375000.0,425800.0,,,2,,1.0,1.0,6.0,94105,1496317164642
4,555,0.0,52.0,52.0,,18350.0,18350.0,,,2,,1.0,1.0,3.0,94104,1510640298587
3,275,0.0,30.0,30.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94104,1492764296686
2,216,,2.0,2.0,,1000.0,24375.0,,,2,,3.0,3.0,6.0,94103,1507532156532
5,50,,24.0,24.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1505659164587
6,200,,3.0,3.0,,25260.0,25260.0,0.0,0.0,2,,1.0,1.0,10.0,94124,1493562182252
7,415,,61.0,61.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1495388495332
3,555,0.0,52.0,52.0,,28000.0,28000.0,,,2,,1.0,1.0,3.0,94104,1497483298587
5,1455,,23.0,23.0,,3375.0,3375.0,,,2,,1.0,1.0,6.0,94103,1499241394002
7,368,,0.0,0.0,,68000.0,68000.0,0.0,0.0,2,,,,2.0,94102,101132180966
5,1811,,3.0,3.0,,16000.0,36000.0,6.0,6.0,0,,5.0,5.0,5.0,94115,1501349391426
8,169,,4.0,4.0,,49300.0,62040.0,131.0,131.0,2,,3.0,3.0,6.0,94105,1506308164626
1,220,,2.0,2.0,,1000.0,1000.0,,,2,,3.0,3.0,3.0,94111,149928263380
2,1390,0.0,2.0,,,14500.0,14500.0,,,2,,1.0,,6.0,94102,1500844469170
8,250,,16.0,16.0,,4000.0,4000.0,,,2,,1.0,1.0,3.0,94104,149976066174
7,181,,55.0,55.0,,1.0,1.0,67.0,67.0,2,,5.0,5.0,6.0,94105,1505943510886
5,1156,,3.0,3.0,,23000.0,23000.0,18.0,18.0,0,,5.0,5.0,3.0,94109,1492229459018
4,1184,,5.0,5.0,,12500.0,12500.0,52.0,52.0,2,,5.0,5.0,9.0,94110,1511297509063
2,221,,16.0,16.0,,31725.0,31725.0,,,2,,2.0,2.0,6.0,94105,1492765165681
3,181,,55.0,55.0,,1.0,1.0,67.0,67.0,2,,5.0,5.0,6.0,94105,1505956510885
5,847,,3.0,3.0,,29400.0,29400.0,6.0,6.0,2,,5.0,5.0,5.0,94117,151102791465
4,5232,,2.0,2.0,,40000.0,40000.0,2.0,2.0,2,,5.0,5.0,11.0,94112,1494037218329
2,235,,2.0,2.0,,1.0,12000.0,,,2,,3.0,3.0,6.0,94103,1498515423702
6,150,,29.0,29.0,,900.0,1825.0,,,2,,1.0,1.0,3.0,94111,149415763369
4,250,,14.0,14.0,,38000.0,,,,2,,1.0,1.0,6.0,94105,1511559347749
8,600,,6.0,6.0,,5152.0,5152.0,,,2,,1.0,1.0,6.0,94107,1505840165832
6,2421,,,4.0,,81000.0,197000.0,0.0,12.0,2,,,5.0,9.0,94103,1325249489974
8,201,,30.0,30.0,,1.0,180000.0,,,2,,1.0,1.0,6.0,94105,1511616164647
5,3,,30.0,30.0,,26780.0,30000.0,,,2,,1.0,1.0,3.0,94111,149612763349
8,2620,0.0,4.0,4.0,,38674.0,38674.0,12.0,12.0,2,,5.0,5.0,2.0,94123,1507463303912
5,353,,23.0,23.0,,13500.0,13500.0,,,2,,1.0,1.0,3.0,94111,150803563381
3,3839,0.0,3.0,3.0,,4000.0,20000.0,18.0,18.0,0,,5.0,5.0,2.0,94123,1494444420216
4,600,,6.0,6.0,,11187.0,0.0,,,2,,1.0,1.0,6.0,94107,1492568165832
7,300,,7.0,7.0,,30000.0,70000.0,60.0,60.0,2,,3.0,3.0,5.0,94102,150602583121
4,430,,21.0,21.0,,109845.0,109845.0,,,2,,1.0,1.0,3.0,94104,150646563401
3,555,,,16.0,,1250000.0,1250000.0,,500.0,2,,,1.0,6.0,94107,1650635167356
6,1118,,1.0,1.0,,175000.0,175000.0,,,2,,3.0,3.0,6.0,94103,1509899166313
5,140,,26.0,26.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1497616466407
5,11,,2.0,2.0,,30000.0,30000.0,1.0,1.0,2,,5.0,5.0,7.0,94127,1500661148981
2,350,0.0,22.0,22.0,,9000000.0,9000000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1512160297063
1,3903,,2.0,2.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94118,149862986250
3,48,,3.0,3.0,,1.0,1.0,2.0,2.0,0,,5.0,5.0,8.0,94114,1494851466271
2,150,,2.0,2.0,,25000.0,25000.0,,,2,,3.0,3.0,3.0,94111,150525858183
7,8,307.0,8.0,,,500.0,,47.0,,2,,1.0,,6.0,94102,1492877506482
6,130,0.0,5.0,5.0,,104000.0,104000.0,,,2,,1.0,1.0,3.0,94111,1503031298590
2,181,,55.0,55.0,,1000.0,1000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1504399510886
4,2590,,3.0,3.0,,25000.0,25000.0,2.0,2.0,2,,5.0,5.0,4.0,94116,1495921135491
1,500,0.0,11.0,11.0,,400950.0,400950.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1512118480621
3,1355,,4.0,4.0,,1.0,1.0,12.0,13.0,2,,5.0,5.0,2.0,94123,150394071259
5,50,,24.0,24.0,,17500.0,17500.0,,,2,,1.0,1.0,6.0,94105,1498708164587
7,501,,7.0,7.0,,5000.0,8862.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1493105362134
1,228,,3.0,3.0,,5000.0,5000.0,,,2,,5.0,5.0,6.0,94107,1502205249437
6,181,,55.0,55.0,,1.0,1.0,67.0,67.0,2,,5.0,5.0,6.0,94105,1505951510886
5,224,,2.0,2.0,,3000.0,14000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1510947167695
6,1449,,3.0,3.0,,200000.0,564707.0,,,2,,5.0,5.0,2.0,94123,1492177367152
4,3963,,3.0,3.0,,5500.0,5500.0,2.0,2.0,0,,5.0,5.0,8.0,94131,1503551493842
8,505,,,6.0,,1.0,1.0,,,2,,,1.0,6.0,94107,1493753505591
7,845,,9.0,9.0,,240598.0,240598.0,,,2,,1.0,1.0,6.0,94103,1493429448478
7,1901,0.0,3.0,3.0,,25000.0,0.0,9.0,9.0,2,,5.0,5.0,2.0,94109,1496491304727
1,3150,,5.0,5.0,,1000.0,1000.0,,,2,,3.0,3.0,2.0,94109,1500649510673
3,169,,8.0,8.0,,5000.0,16000.0,,,2,,1.0,1.0,6.0,94105,1504898164626
5,181,,55.0,55.0,,6000.0,6000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1504084510886
3,2368,,2.0,2.0,,30000.0,36000.0,1.0,1.0,2,,5.0,5.0,10.0,94107,1494591170919
8,55,0.0,27.0,27.0,,860.0,2000.0,,,2,,1.0,1.0,6.0,94105,1492768394477
8,320,3.0,4.0,4.0,,25000.0,25000.0,22.0,22.0,2,,5.0,5.0,9.0,94110,1502312491081
8,3647,,3.0,3.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94118,149583286370
5,415,,63.0,63.0,,169575.0,169575.0,,,2,,1.0,1.0,6.0,94105,1495215495332
5,350,,27.0,27.0,,1.0,10000.0,,,2,,1.0,1.0,6.0,94105,1507375164586
6,1815,,3.0,3.0,,20000.0,20000.0,,,2,,3.0,3.0,10.0,94124,1505526504010
3,55,,8.0,8.0,,100000.0,100000.0,,,2,,1.0,1.0,3.0,94133,1495287489803
8,1011,0.0,2.0,,,10000.0,10000.0,,,2,,3.0,,6.0,94103,1502602481640
3,222,,9.0,9.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94108,149523267007
6,685,,10.0,10.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1508962164499
8,580,0.0,23.0,23.0,,250000.0,250000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1501992296596
6,1045,0.0,3.0,3.0,,35000.0,35000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1509496294874
7,500,0.0,3.0,3.0,,13000.0,33000.0,,,2,,5.0,5.0,3.0,94108,1502122298902
7,1637,,4.0,4.0,,35000.0,35000.0,16.0,16.0,0,,5.0,5.0,3.0,94109,1506940236217
2,430,,21.0,21.0,,1500000.0,5000000.0,,,2,,1.0,1.0,3.0,94104,151004763401
5,1735,,4.0,,,500.0,500.0,,,2,,1.0,,9.0,94103,1506704451383
6,181,,54.0,54.0,,20800.0,20800.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1497152358581
8,245,,3.0,3.0,,12000.0,0.0,,,2,,5.0,5.0,9.0,94103,1498217156903
7,350,0.0,22.0,22.0,,1100000.0,1535814.0,,,2,,1.0,1.0,3.0,94104,1503153297063
6,655,0.0,7.0,7.0,,29000.0,30000.0,48.0,48.0,2,,3.0,3.0,3.0,94108,1494034400059
1,100,,14.0,14.0,,1132616.0,1400000.0,,,2,,1.0,1.0,3.0,94111,149537563367
4,415,,63.0,63.0,,52300.0,55000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1512250495332
2,4,,40.0,40.0,,25000.0,0.0,0.0,0.0,2,,1.0,1.0,3.0,94111,150822563352
8,659,,3.0,3.0,,300000.0,300000.0,36.0,36.0,2,,3.0,3.0,3.0,94133,1504131349120
3,505,0.0,20.0,20.0,,15363.0,15365.0,,,2,,1.0,1.0,3.0,94111,1497004296243
3,1100,,15.0,15.0,,18400.0,18400.0,,,2,,1.0,1.0,3.0,94109,151176579883
6,1805,101.0,4.0,4.0,,10000.0,64000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,150610278702
7,845,,9.0,9.0,,30000.0,30000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1509142448478
2,140,,3.0,3.0,,5000.0,5000.0,33.0,33.0,2,,5.0,5.0,5.0,94102,151170269953
2,600,,,8.0,,236188.0,240000.0,,221.0,2,,,1.0,6.0,94103,1658302517501
6,303,,10.0,10.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1510821347172
5,1335,,1.0,1.0,,20000.0,0.0,0.0,0.0,2,,3.0,3.0,5.0,94115,1494415351731
5,2805,,2.0,2.0,,5000.0,12000.0,,,2,,5.0,5.0,9.0,94110,1498309494637
7,250,,4.0,,,500.0,800.0,250.0,,2,,1.0,,3.0,94133,1509401230553
7,1969,,3.0,3.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94109,1492793236253
4,2000,,,6.0,,5000.0,12185.0,,194.0,2,,,1.0,9.0,94110,1496925168810
4,250,,15.0,15.0,,55000.0,55000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,150421566174
2,3810,,4.0,4.0,,1.0,1.0,5.0,6.0,2,,5.0,5.0,2.0,94123,150172583885
4,101,,26.0,26.0,,13800.0,13800.0,,,2,,1.0,1.0,6.0,94105,1497613451384
4,2250,11.0,2.0,2.0,,1000.0,0.0,,,2,,5.0,5.0,10.0,94124,1503938178031
7,851,0.0,4.0,4.0,,1.0,1.0,,,2,,3.0,3.0,2.0,94109,1504501466849
8,221,,17.0,17.0,,10000.0,10000.0,,,2,,1.0,1.0,6.0,94105,1502252165681
2,1499,0.0,4.0,4.0,,1200.0,1200.0,84.0,84.0,2,,5.0,5.0,3.0,94109,1508171296549
1,181,,55.0,55.0,,1.0,1.0,67.0,67.0,2,,5.0,5.0,6.0,94105,1505945510886
3,55,0.0,24.0,24.0,,690000.0,690000.0,,,2,,1.0,1.0,6.0,94105,1512267394477
7,761,,1.0,1.0,,140000.0,140000.0,,,2,,5.0,5.0,6.0,94107,1495612386254
1,500,0.0,10.0,10.0,,5000.0,10000.0,,,2,,1.0,1.0,6.0,94105,1495956480621
6,250,,6.0,6.0,,10000.0,10000.0,,,2,,1.0,1.0,3.0,94108,149257067008
7,845,,9.0,9.0,,25000.0,25000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1491693448478
1,335,,14.0,14.0,,2800.0,2800.0,1186.0,1186.0,2,,1.0,1.0,3.0,94102,1492087283785
8,50,,42.0,42.0,,2065087.0,2200000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1491846164581
4,50,,43.0,43.0,,180000.0,180000.0,,,2,,1.0,1.0,6.0,94105,1491979164581
7,284,,2.0,2.0,,20000.0,42000.0,1.0,1.0,2,,5.0,5.0,8.0,94114,1492155142191
7,201,,18.0,18.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1491786165689
5,50,,42.0,42.0,,120000.0,120000.0,,,2,,1.0,1.0,6.0,94105,1491985164581
2,181,,55.0,55.0,,150000.0,150000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1492051358581
8,51,,0.0,0.0,,1.0,,0.0,0.0,2,,1.0,1.0,9.0,94134,802793383056
6,37,,,3.0,,1.0,211200.0,,4.0,2,,,3.0,6.0,94130,1646576520252
3,705,,5.0,5.0,,1.0,1.0,104.0,104.0,2,,5.0,5.0,6.0,94103,1491860249204
6,2040,,1.0,1.0,,38000.0,40000.0,,,2,,5.0,5.0,2.0,94123,149186171170
6,645,,4.0,4.0,,10000.0,10000.0,,,2,,1.0,1.0,6.0,94107,1492044166653
1,315,0.0,17.0,17.0,,370000.0,370000.0,,,2,,1.0,1.0,3.0,94104,1492083298474
1,2411,0.0,4.0,4.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,2.0,94115,1484872304326
2,201,,18.0,18.0,,1.0,10000.0,,,2,,1.0,1.0,6.0,94105,1488182165689
4,325,,3.0,3.0,,100000.0,182000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1488357166135
3,3448,,3.0,3.0,,5000.0,5000.0,2.0,2.0,0,,5.0,5.0,2.0,94118,1487560281033
5,1000,,3.0,3.0,,100000.0,100000.0,6.0,6.0,2,,5.0,5.0,8.0,94117,1479905140192
3,400,0.0,4.0,4.0,,30000.0,30000.0,25.0,25.0,2,,3.0,3.0,5.0,94102,1487782417161
3,575,,40.0,40.0,,1730.0,1730.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1480250507760
2,2722,,3.0,3.0,,1.0,1.0,2.0,2.0,2,,5.0,5.0,3.0,94109,1481010390275
6,601,,20.0,20.0,,899000.0,899000.0,,,2,,1.0,1.0,3.0,94111,148133262299
5,1400,0.0,3.0,3.0,,100000.0,100000.0,7.0,7.0,2,,5.0,5.0,4.0,94122,1479851410605
2,823,,2.0,2.0,,100000.0,100000.0,2.0,2.0,0,,5.0,5.0,5.0,94117,1637021501633
2,555,0.0,52.0,52.0,,28425.0,28500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1485426298587
4,1920,1.0,4.0,4.0,,15000.0,15000.0,6.0,6.0,0,,5.0,5.0,2.0,94123,148520783868
2,315,0.0,17.0,17.0,,25155.0,25155.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1489742298474
4,100,,4.0,4.0,,1918280.0,1918280.0,,,2,,1.0,1.0,6.0,94107,1493930506103
7,450,,26.0,26.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94108,149049066980
2,865,,8.0,8.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1485992164435
1,100,,29.0,29.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,148067366157
7,1000,,,16.0,,1.0,1.0,,198.0,2,,,1.0,6.0,94158,1482083507993
3,100,,4.0,4.0,,1918280.0,3000000.0,,,2,,1.0,1.0,6.0,94107,1491003506103
2,501,,15.0,15.0,,1650.0,1650.0,139.0,139.0,2,,1.0,1.0,3.0,94102,14874882181
1,201,,18.0,18.0,,75000.0,75000.0,,,2,,1.0,1.0,6.0,94105,1490295165689
6,845,,8.0,8.0,,2500.0,2500.0,,,2,,1.0,1.0,6.0,94103,1488179472808
2,430,,8.0,8.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94102,1491582362207
1,2427,,1.0,1.0,,20000.0,20000.0,1.0,1.0,0,,5.0,5.0,4.0,94122,1489672122133
3,1610,,4.0,4.0,,50000.0,110000.0,4.0,4.0,2,,5.0,5.0,3.0,94133,1485704273514
8,1489,,14.0,14.0,,10000.0,10000.0,156.0,156.0,2,,1.0,1.0,5.0,94115,148594179983
1,1,,25.0,25.0,,18000.0,18000.0,,,2,,1.0,1.0,3.0,94111,1488257289258
6,601,320.0,4.0,4.0,,100000.0,100000.0,82.0,82.0,2,,5.0,5.0,6.0,94107,1485202167795
2,1600,,3.0,,,6500.0,6500.0,0.0,,2,,5.0,,3.0,94109,148398077482
1,505,,6.0,,,5000.0,5000.0,,,2,,1.0,,6.0,94107,1484801505591
7,80,,2.0,2.0,,3000.0,28500.0,,,2,,5.0,5.0,6.0,94107,1480670168007
7,101,,20.0,20.0,,8483.0,4000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1484086368933
2,555,0.0,52.0,52.0,,25000.0,25000.0,,,2,,1.0,1.0,3.0,94104,1481000298587
3,170,,8.0,8.0,,256880.0,256880.0,,,2,,1.0,1.0,3.0,94102,148979269348
5,535,0.0,5.0,5.0,,35000.0,79400.0,24.0,24.0,2,,3.0,3.0,5.0,94109,1484710300715
8,650,0.0,34.0,34.0,,407255.0,407255.0,,,2,,1.0,1.0,3.0,94108,1481489296980
2,1406,,4.0,4.0,,20000.0,20000.0,120.0,120.0,2,,3.0,3.0,6.0,94102,1489370281132
8,615,,20.0,20.0,,8500.0,18000.0,,,2,,3.0,3.0,6.0,94105,1490050392144
8,650,,4.0,4.0,,175500.0,175500.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1488123167599
2,1627,,4.0,4.0,,30000.0,60000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,1481823491234
4,1398,,1.0,1.0,,4000.0,4000.0,,,2,,3.0,3.0,9.0,94103,1491106168055
1,415,,63.0,63.0,,3100000.0,3100000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1483696495332
3,1981,,2.0,2.0,,70000.0,70000.0,2.0,2.0,0,,5.0,5.0,2.0,94109,1482949424042
4,110,,,6.0,,1.0,1.0,,152.0,2,,,1.0,6.0,94158,1482082507994
4,100,,4.0,4.0,,2124038.0,2124038.0,,,2,,1.0,1.0,6.0,94107,1491005506103
2,101,,2.0,2.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,7.0,94112,1489676154599
3,127,0.0,3.0,3.0,,30000.0,50000.0,4.0,4.0,2,,5.0,5.0,3.0,94108,1489802297191
6,415,,63.0,63.0,,1200.0,1200.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1486847495332
6,333,,43.0,43.0,,16962.0,17000.0,1732.0,1732.0,2,,1.0,1.0,5.0,94102,1491207374275
2,2990,,3.0,3.0,,1.0,1.0,8.0,8.0,2,,3.0,3.0,4.0,94132,1483657224164
5,1404,,4.0,4.0,,20000.0,20000.0,120.0,120.0,2,,3.0,3.0,6.0,94102,1489367281131
8,44,,42.0,42.0,,1.0,275000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,148216967101
8,705,,5.0,5.0,,8000.0,8000.0,104.0,104.0,2,,1.0,1.0,6.0,94103,1479524165101
2,31,,2.0,2.0,,55000.0,55000.0,1.0,1.0,2,,5.0,5.0,11.0,94112,1480668218349
3,55,0.0,26.0,26.0,,1000.0,1000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1485184394477
1,500,0.0,11.0,11.0,,28555.0,28555.0,,,2,,1.0,1.0,6.0,94105,1490612480621
